SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
SUPV,2023-12-01,48 hs.,Homogenea,"633,25",605,649,583,"622,854",285487,"177816696,4",1671
GGAL,2023-12-01,48 hs.,Homogenea,"1600,35","1500,5",1604,1461,"1513,312",2458938,"3720276044,15",5334
PAMP,2023-12-01,48 hs.,Homogenea,"1738,5",1630,1747,"1601,5","1674,559",1166706,"1953717901,75",7108
ALUA,2023-12-01,48 hs.,Homogenea,1050,985,1055,980,"1022,067",2582081,2639277127,9662
MIRG,2023-12-01,48 hs.,Homogenea,11167,10630,11220,10250,"10749,492","11366,1","122179796,85",804
CEPU,2023-12-01,48 hs.,Homogenea,"727,23","712,272","731,266","674,285","699,624",2029368,1494999569,5038
LOMA,2023-12-01,48 hs.,Homogenea,"1260,05",1200,1270,1148,"1188,744",149793,178065529,1613
CRES,2023-12-01,48 hs.,Homogenea,"861,1",870,870,"819,5","842,744",1326362,"1117783421,25",3918
BMA,2023-11-30,48 hs.,Homogenea,"2383,55",2450,2450,2260,"2349,114",240040,"563881268,05",1235
BBAR,2023-11-30,48 hs.,Homogenea,"1589,55",1540,1600,1463,"1530,723",138227,"211587183,8",1056
GGAL,2023-11-30,48 hs.,Homogenea,"1501,65",1464,1508,"1405,35","1443,823",2452378,"3539268547,25",3513
YPFD,2023-11-30,48 hs.,Homogenea,"14346,1",14350,14793,13500,"14028,83",352825,"4949721821,7",5529
MIRG,2023-11-30,48 hs.,Homogenea,10663,10600,"10989,5",10350,"10570,329","7248,3","76616914,1",598
EDN,2023-11-30,48 hs.,Homogenea,"710,6","694,95",736,"648,5","680,789",226910,"154477900,35",1676
TRAN,2023-11-30,48 hs.,Homogenea,"797,5",801,820,"770,5","785,718",159567,"125374681,5",775
PAMP,2023-11-30,48 hs.,Homogenea,"1633,4",1600,1645,1530,"1585,265",697404,1105570295,4577
CRES,2023-11-30,48 hs.,Homogenea,"838,7",835,889,787,"811,14",876147,"710719465,65",3428
TGSU2,2023-11-30,48 hs.,Homogenea,"2405,85",2350,2423,2250,"2338,718",185534,"433911682,75",1715
ALUA,2023-11-30,48 hs.,Homogenea,953,925,966,880,"940,683",2354635,"2215156879,5",9883
BYMA,2023-11-30,48 hs.,Homogenea,"675,5",645,680,622,"652,204",149874,"97748493,5",1288
TGNO4,2023-11-30,48 hs.,Homogenea,1146,1140,1185,1050,"1113,136",170902,190237236,1228
TXAR,2023-11-30,48 hs.,Homogenea,828,800,"833,5",774,"817,426",860389,703367802,3727
CEPU,2023-11-30,48 hs.,Homogenea,"707,002","686,631","708,616","641,045","676,836",637137,"454079431,8",2296
TECO2,2023-11-30,48 hs.,Homogenea,"1499,85",1450,"1516,8","1389,6","1448,945",151172,"219039984,9",957
VALO,2023-11-30,48 hs.,Homogenea,"162,5",161,167,161,"163,453",430702,"70399741,75",1097
COME,2023-11-30,48 hs.,Homogenea,"62,038","62,038","62,629","58,099","61,122",3117827,"193791163,85",2895
SUPV,2023-11-30,48 hs.,Homogenea,"608,85",602,617,571,"599,001",149899,89789658,1417
LOMA,2023-11-30,48 hs.,Homogenea,"1163,05",1105,1180,1051,"1119,854",589956,"660664354,2",1611
LOMA,2023-11-29,48 hs.,Homogenea,"1085,95",1080,1125,1070,"1090,41",198324,"216254445,45",1502
GGAL,2023-11-29,48 hs.,Homogenea,"1480,2",1440,"1508,95",1405,"1465,357",1993358,"2925824070,9",3763
EDN,2023-11-29,48 hs.,Homogenea,"668,65",682,695,642,"658,207",1034083,"680641040,15",2553
CRES,2023-11-29,48 hs.,Homogenea,"828,75",800,870,"796,5","827,46",572628,"473826721,2",2810
COME,2023-11-29,48 hs.,Homogenea,"61,053","58,099","61,447","57,705","59,816",4150697,"252039777,95",2649
CEPU,2023-11-29,48 hs.,Homogenea,"672,67","681,882","706,099","644,749","675,73",1163434,"827808482,65",2736
BYMA,2023-11-29,48 hs.,Homogenea,"642,5",640,665,631,"639,791",650272,416037850,1631
BMA,2023-11-29,48 hs.,Homogenea,"2402,65",2374,2450,2260,"2402,312",283914,"682050098,25",1745
BBAR,2023-11-29,48 hs.,Homogenea,"1530,85",1535,1582,1472,"1526,877",299289,"456977525,8",1511
ALUA,2023-11-29,48 hs.,Homogenea,"895,5",855,910,855,"889,323",1059268,942090673,5744
YPFD,2023-11-29,48 hs.,Homogenea,"14301,45",14316,"15088,3","14208,8","14457,52",369811,"5346550092,6",6393
VALO,2023-11-29,48 hs.,Homogenea,"163,5",163,168,162,"164,545",642871,"105781320,75",1224
TXAR,2023-11-29,48 hs.,Homogenea,790,760,810,760,"796,858",1257766,1002260544,3893
TRAN,2023-11-29,48 hs.,Homogenea,794,772,795,752,"783,185",518362,405973579,853
TGSU2,2023-11-29,48 hs.,Homogenea,"2361,95",2391,2515,2340,"2405,247",306088,736217178,2191
TGNO4,2023-11-29,48 hs.,Homogenea,1135,1099,1175,1030,"1115,253",240800,"268553027,5",1466
TECO2,2023-11-29,48 hs.,Homogenea,"1421,7",1320,"1432,95",1320,"1398,622",138742,"194047630,1",916
SUPV,2023-11-29,48 hs.,Homogenea,"599,95",580,"606,1","553,55","582,021",318756,"185522610,1",1406
PAMP,2023-11-29,48 hs.,Homogenea,"1574,55",1570,1665,1536,"1599,653",953408,"1525121695,4",5645
MIRG,2023-11-29,48 hs.,Homogenea,10634,10200,11500,"10010,5","10582,421","11861,7","125525501,95",733
ALUA,2023-11-28,48 hs.,Homogenea,834,945,"952,5",816,"871,042",1875071,1633249450,6527
LOMA,2023-11-28,48 hs.,Homogenea,"1071,6",1185,1248,"1068,9","1102,715",187557,"206821905,9",1371
TGNO4,2023-11-28,48 hs.,Homogenea,1076,1143,1187,1015,"1089,551",218112,"237644206,5",1255
BBAR,2023-11-28,48 hs.,Homogenea,"1527,3",1700,1729,1485,"1560,372",371919,"580332123,35",1672
CEPU,2023-11-28,48 hs.,Homogenea,"667,162","724,619","729,367","645,841","675,456",1502766,"1068816344,85",3549
TGSU2,2023-11-28,48 hs.,Homogenea,"2399,65",2701,2740,"2337,95","2435,178",553628,"1348182896,75",2931
VALO,2023-11-28,48 hs.,Homogenea,163,"174,5",179,163,"169,987",756490,128593154,1770
BYMA,2023-11-28,48 hs.,Homogenea,"637,5","684,5","689,5",612,"638,185",388325,247823221,2008
TRAN,2023-11-28,48 hs.,Homogenea,765,753,800,735,"754,921",441341,333560056,1262
TECO2,2023-11-28,48 hs.,Homogenea,"1371,4",1600,"1619,95",1340,"1472,554",358677,"528171393,4",1678
CRES,2023-11-28,48 hs.,Homogenea,"796,9",870,905,"794,5","825,858",566247,"467639742,7",3272
TXAR,2023-11-28,48 hs.,Homogenea,"757,5",840,"870,5",750,"796,081",2211208,"1760300643,5",4496
SUPV,2023-11-28,48 hs.,Homogenea,"569,8",600,"661,5","532,5","581,219",1277899,"742738906,8",2478
EDN,2023-11-28,48 hs.,Homogenea,"680,6",759,800,670,"709,346",347658,"246609732,6",2235
BMA,2023-11-28,48 hs.,Homogenea,"2299,6",2629,2629,2241,"2352,129",552386,1299282926,1967
PAMP,2023-11-28,48 hs.,Homogenea,"1566,75",1701,1784,1555,"1615,961",1145281,"1850729697,15",5868
GGAL,2023-11-28,48 hs.,Homogenea,"1438,85",1640,1640,1412,"1471,123",3914241,"5758137872,85",6274
YPFD,2023-11-28,48 hs.,Homogenea,"14407,8",15790,16249,14300,"14740,698",398127,"5868669759,75",8178
MIRG,2023-11-28,48 hs.,Homogenea,"10096,5",10350,10350,9001,"9725,815","22090,1","214844223,8",768
COME,2023-11-28,48 hs.,Homogenea,"57,508","60,462","61,053","55,342","57,07",4672677,"270828371,4",2689
